id,genre
10161,18
222935,10749
222935,18
489999,53
489999,9648
489999,18
309809,12
309809,16
309809,14
309809,10751
244267,878
244267,18
111083,53
111083,9648
9693,18
9693,28
9693,53
9693,878
51739,14
51739,16
51739,10751
10637,18
514754,16
514754,10751
514754,14
55,18
55,53
21575,80
21575,18
9081,16
9081,18
417261,10749
417261,18
417261,10402
1933,27
1933,18
1933,9648
1933,53
375572,18
301528,12
301528,16
301528,35
301528,10751
301528,14
301528,18
10778,80
10778,53
514439,18
17431,878
17431,18
3133,80
2000,12
2000,18
2000,36
9394,28
9394,35
9394,37
218,28
218,53
218,878
293660,28
293660,12
293660,35
26280,18
11327,18
11327,80
529203,10751
529203,12
529203,14
529203,16
472424,10402
472424,99
627725,18
71,18
71,35
71,10402
592,80
592,18
592,9648
621013,18
621013,10749
507569,28
507569,12
507569,14
507569,16
137113,28
137113,878
3580,80
3580,18
3580,9648
1430,99
4593,35
13466,18
13466,10751
11562,35
11562,18
1712,18
1712,37
63,878
63,53
63,9648
431580,10751
431580,16
431580,12
431580,35
419430,9648
419430,53
419430,27
246741,35
246741,27
36685,35
36685,878
36685,14
36685,27
1678,53
1678,27
1678,878
57158,14
57158,12
57158,28
9040,80
9040,18
9040,36
966,37
277834,12
277834,35
277834,10751
277834,16
11782,28
11782,53
11782,80
264660,18
264660,878
1913,18
586940,16
586940,18
586940,14
38757,16
38757,10751
11362,12
551332,18
551332,35
551332,36
308369,35
308369,18
948,27
948,53
2786,18
2786,53
433,35
433,10751
433,14
484751,18
284053,28
284053,12
284053,35
284053,14
284053,878
71859,18
71859,53
4982,18
4982,80
2649,18
2649,53
2649,9648
416144,36
416144,18
416144,28
416144,53
9912,18
9289,18
9289,36
9289,10752
630,12
630,14
630,10751
319,28
319,53
319,80
319,10749
375262,18
375262,36
375262,35
283587,18
283587,10752
11969,37
11969,28
765,27
765,35
765,14
109424,28
109424,18
109424,53
11344,28
11344,18
11344,80
487558,80
487558,18
487558,36
487558,35
21734,80
21734,18
21734,53
967,12
967,18
967,36
967,10752
3558,18
200085,28
200085,18
137,10749
137,14
137,18
137,35
630220,18
451657,18
451657,53
64690,18
64690,53
64690,80
212,35
212,80
15472,18
15472,53
15472,80
15472,9648
16642,18
16642,10749
5708,18
1051,28
1051,80
1051,53
863,16
863,35
863,10751
327331,18
327331,10402
327331,36
11167,27
11167,53
11167,18
12498,18
4922,18
4922,14
4922,10749
491418,35
491418,18
483980,35
483980,10749
483980,10770
483980,14
483980,10402
451480,10749
451480,18
451480,36
11906,27
907,18
907,10749
907,10752
28874,16
6620,35
6620,18
6620,10749
590223,35
590223,878
590223,28
590223,12
481848,18
481848,12
481848,10751
12102,18
10950,18
503919,18
503919,14
503919,53
503919,27
176241,28
176241,18
176241,53
83389,16
83389,18
7735,18
7735,53
3116,18
339,35
339,18
14257,35
14257,36
9340,12
9340,35
9340,10751
1954,878
1954,53
429617,28
429617,12
429617,878
4951,35
4951,10749
4951,18
819,80
819,18
819,53
229,18
229,27
229,878
260513,28
260513,12
260513,16
260513,10751
37769,35
985,14
985,27
11031,10402
11031,35
940,9648
940,53
782,53
782,878
782,9648
782,10749
650,18
529216,878
529216,53
529216,18
529216,10749
529216,9648
348678,35
348678,18
59436,14
59436,35
59436,10749
11688,12
11688,16
11688,35
11688,10751
11688,14
10787,27
10787,878
4638,80
4638,28
4638,35
338,35
338,18
440298,18
440298,10749
440298,10752
440298,10402
381289,35
381289,18
381289,10751
381289,14
381289,12
228205,18
228205,10749
9366,80
9366,18
9366,53
118406,14
118406,16
118406,28
118406,12
1541,18
1541,53
1541,80
1541,12
747,27
747,35
337703,16
337703,18
337703,14
337703,10751
3035,18
3035,27
3035,878
329865,18
329865,878
329865,9648
15371,12
15371,16
15371,35
15371,80
2009,18
1544,18
1544,35
1544,10749
921,10749
921,18
921,36
616,18
616,28
616,10752
616,36
574,80
574,18
574,9648
574,53
334541,18
546121,53
546121,27
546121,18
783,18
783,36
85350,18
13060,16
13060,878
13060,10751
552095,12
552095,16
552095,10751
552095,28
389015,18
15097,35
522,35
522,18
522,36
127585,28
127585,12
127585,14
127585,878
13930,16
13930,10751
13930,35
1902,18
1902,53
179144,18
63311,18
63311,53
63311,9648
1786,18
1786,10752
284293,18
11171,18
10734,18
10734,53
1372,18
1372,53
1372,28
571,27
437586,18
4553,53
4553,18
1579,28
1579,12
1579,18
1579,53
79,18
79,12
79,28
79,36
4550,18
4550,53
332562,18
332562,10749
332562,10402
984,28
984,80
984,53
76341,28
76341,12
76341,878
379,18
379,53
379,80
456929,18
456929,35
501,99
475,80
475,18
11970,16
11970,10751
11970,14
11970,12
11970,35
11970,10749
10683,35
10683,18
175,12
175,18
175,10749
383498,28
383498,35
383498,12
14919,28
14919,16
14919,80
11798,18
11798,80
226,80
226,18
565310,35
565310,18
560050,16
560050,12
560050,10751
560050,14
10110,18
10110,36
10110,10752
595975,35
595975,18
595975,10749
12163,18
12163,10749
186,18
186,53
186,80
186,9648
13310,27
13310,18
626,14
626,27
601,878
601,12
601,10751
601,14
434616,18
434616,35
138843,27
138843,53
1360,18
1360,10749
625,18
625,36
625,10752
4174,9648
4174,53
4174,10749
649,18
649,10749
251516,28
251516,35
251516,878
251516,14
10747,37
532,10751
532,16
532,35
489930,35
489930,18
1883,18
1883,36
414425,18
487670,16
487670,28
487670,18
487670,878
69,18
69,10402
69,10749
486589,16
486589,10749
486589,10751
451915,18
11030,35
9016,12
9016,16
9016,10751
9016,14
9016,878
446893,16
446893,10751
446893,35
446893,14
446893,12
446893,10402
9549,36
9549,18
292011,18
292011,36
9495,14
9495,28
9495,53
9428,35
9428,18
1407,10402
1407,18
18,12
18,14
18,28
18,53
18,878
364433,80
364433,18
364433,28
364433,878
38396,35
923,27
281957,37
281957,18
281957,12
132344,10749
132344,18
37903,18
37903,9648
439584,28
439584,35
11829,35
11829,37
11901,37
290,35
290,18
369299,35
369299,10749
228326,16
228326,12
228326,35
228326,10751
228326,14
1023,18
1023,35
1023,80
346648,12
346648,35
346648,10751
856,14
856,16
856,35
856,80
856,10751
552178,18
552178,53
552178,36
244088,18
74308,18
11544,16
11544,10751
11528,35
11528,10751
9665,18
9665,36
9665,10752
9516,18
9516,80
828,18
828,878
786,18
786,10402
109,35
109,18
109,9648
330459,28
330459,12
330459,878
228150,10752
228150,18
228150,28
252,10751
252,14
252,35
219,35
219,18
219,10749
8321,35
8321,18
8321,80
376290,18
376290,53
11481,18
11481,53
11481,27
1251,28
1251,18
1251,10752
258480,10749
258480,18
33273,28
33273,53
33273,18
14048,99
519010,18
36557,12
36557,28
36557,53
454626,28
454626,878
454626,35
454626,10751
11202,18
11202,36
11202,10752
1949,80
1949,18
1949,9648
1949,53
10435,18
387426,12
387426,18
387426,878
387426,28
194662,18
194662,35
145,18
145,10749
265180,18
227306,18
227306,10752
10784,18
10784,10402
10784,10749
273895,36
273895,18
203833,18
9075,18
9075,53
9075,10752
10907,12
10907,28
10907,10749
9462,28
9462,80
7214,18
7214,36
500664,28
500664,53
500664,878
19995,28
19995,12
19995,14
19995,878
9559,80
9559,18
9559,53
4584,18
4584,10749
256040,28
256040,18
1052,18
1052,9648
1052,53
497582,80
497582,18
497582,9648
382614,18
382614,80
382614,53
704,10402
704,35
466272,35
466272,18
466272,53
335984,878
335984,18
11549,27
11549,878
11549,9648
6916,28
6916,35
881,18
274109,18
274109,36
274109,10749
11704,16
11704,10751
11704,14
11704,12
408647,878
408647,16
408647,28
374720,10752
374720,28
374720,18
9385,10751
9385,16
9385,35
9385,12
530,12
530,16
530,35
530,878
530,10751
129670,18
129670,12
10843,35
10843,53
10843,18
340666,18
340666,53
339403,28
339403,80
13151,16
13151,35
13151,10751
13151,9648
13151,12
13151,14
11615,18
11615,53
11615,80
6404,18
6404,27
1523,18
407445,18
407445,10749
76758,18
76758,36
76758,10752
9056,28
9056,80
9056,53
575,18
575,53
106,878
106,28
106,12
106,53
516486,10752
516486,28
516486,18
713,18
713,10749
38234,28
38234,53
250219,35
211387,28
211387,12
211387,878
211387,14
190859,10752
190859,28
3933,10749
3933,14
3933,16
39107,16
39107,28
39107,14
39107,878
9918,18
9918,36
9008,18
9008,53
9008,36
7549,18
7549,28
4689,28
4689,18
4689,53
345,18
345,53
345,9648
568,18
568,36
239571,18
239571,10749
902,14
902,878
902,12
13377,16
13377,10751
13377,35
9571,35
9571,18
1391,18
1391,10749
14645,35
10377,35
380225,18
380225,35
289222,18
289222,36
137106,12
137106,16
137106,35
137106,10751
137106,14
1677,18
1677,10402
193756,28
193756,18
193756,10752
193756,36
8741,18
8741,36
8741,10752
192,18
192,53
192,9648
406385,28
406385,35
406385,80
74643,18
74643,35
74643,10749
9461,28
11545,35
11545,18
10849,14
10849,35
10849,10749
15764,18
15764,10749
154,28
154,12
154,878
154,53
481432,18
481432,14
433498,18
433498,36
433498,80
12207,28
12207,35
1813,18
1813,9648
1813,53
1813,14
6003,18
6003,10749
620,35
620,14
293863,14
293863,18
293863,10749
217993,16
217993,28
388,80
388,18
388,53
2034,28
2034,80
2034,18
2034,53
17529,37
17529,18
17529,12
22538,35
22538,28
22538,10749
22538,10402
22538,14
13475,878
13475,28
13475,12
377263,36
377263,18
377263,10749
10400,18
9504,80
9504,18
9504,9648
6114,10749
6114,27
763,27
763,35
196,12
196,35
196,878
206487,878
206487,53
101299,12
101299,28
101299,878
1554,80
1554,18
1554,35
433247,18
433247,36
433247,10752
4203,35
4203,18
2501,28
2501,18
2501,9648
2501,53
2292,35
639,35
639,10749
639,18
76589,28
76589,16
9509,28
9509,18
9509,53
417320,10751
417320,10402
417320,10770
417320,12
417320,28
417320,14
417320,10749
5723,18
5723,10402
5723,10749
1542,35
502425,18
502425,36
502425,53
65218,18
65218,35
2757,35
2757,80
2757,18
4133,80
4133,18
2291,18
2291,9648
2291,27
114,10749
114,35
37472,28
37472,36
37472,18
463257,12
463257,18
463257,35
16234,16
16234,10751
16234,28
16234,878
1368,28
1368,12
1368,53
1368,10752
687,18
458156,28
458156,53
458156,80
4476,12
4476,18
4476,10749
4476,10752
4476,37
302528,18
302528,53
302528,9648
13635,18
13635,28
13635,53
13635,80
187,53
187,28
187,80
545609,18
545609,28
545609,53
8055,18
8055,10749
242,80
242,18
242,53
491584,9648
491584,18
491584,53
11416,12
11416,18
11416,28
11416,36
621,10749
621,35
140,80
140,18
140,10749
140,53
140,9648
88273,18
88273,36
88273,10749
1653,18
376867,18
19100,35
19100,10751
5503,18
5503,28
5503,53
2056,18
2056,35
205220,18
3085,35
3085,18
3085,10749
3063,35
3063,10752
395834,80
395834,18
395834,9648
395834,53
11661,18
11661,10752
11661,10749
11661,36
271110,12
271110,28
271110,878
40794,35
40794,18
40794,10749
492,35
492,18
492,14
839,28
839,53
161,53
161,80
249164,18
284054,28
284054,12
284054,14
284054,878
157354,18
94329,28
94329,53
94329,80
10911,10752
10911,28
474395,16
474395,28
474395,35
474395,878
394117,18
34647,14
34647,18
153,18
153,10749
153,35
64682,18
64682,10749
5967,18
5967,10749
802,80
802,18
802,10749
2639,35
2639,18
760,35
49020,18
49020,35
49020,10749
11368,80
11368,18
11368,53
2359,99
794,27
794,53
342737,18
2898,35
2898,10749
756,16
756,10751
176,27
176,9648
176,80
512895,10751
512895,10749
512895,35
37775,35
7863,18
416477,35
416477,18
416477,10749
271674,18
271674,10749
271674,10752
16320,878
16320,28
16320,12
16320,53
10086,35
10086,80
10086,18
10086,53
8810,12
8810,28
8810,53
8810,878
1245,18
1245,10749
