id,title,popularity,date,vote_count,vote_average,overview,poster_path
10787,The Invisible Man,13.287,1933-11-03,441,7.5,,/a8WoUk92OLHnU5sODmdGaOi5iaH.jpg
4638,ホット・ファズ  - 俺たちスーパーポリスメン！,17.114,2007-02-14,5335,7.5,ロンドンの首都警察に勤めるニコラス・エンジェルは、大学を首席で卒業し、警察学校でもトップの成績を残し、検挙率もトップで幾度もの表彰を受けた頭脳明晰でスポーツ万能なエリート警察官。ところが彼はその余りの有能さゆえ、上司や同僚から迷惑がられ、田舎町サンドフォードに左遷させられてしまう。  ほとんど犯罪など起こらないサンドフォードでニコラスを待っていたのは、呑気でいい加減な仲間たちと共に退屈な仕事に従事するばかりの日々。首都警察の頃と同じ調子で真面目に働く彼は周囲と馴染めず、ここでも浮いた存在になっていく。しかし、この一見平穏な村には、ある恐ろしい秘密があった。,/bwM3jZicMexJRxNBUHuVb5zkw45.jpg
338,Good Bye Lenin!,9.284,2003-02-09,1619,7.5,,/68kWvjeoMtR7puXoPW6vm7jxsKy.jpg
440298,COLD WAR あの歌、2つの心,11.523,2018-06-08,1014,7.5,冷戦下のポーランドで出会い、恋に落ちたピアニストと歌手。情熱的に愛し合いながらも時代に引き裂かれてしまう男女の姿を、ヨアンナ・クーリク、トマシュ・コットの共演で描いた、五感を刺激するラヴ・ストーリー。,/sGOfmWtt51jREOH6qh25hLJrS7h.jpg
381289,僕のワンダフル・ライフ,33.634,2017-01-19,2351,7.5,ゴールデン・レトリバーの子犬ベイリーの“最愛の人”は、自分の命を救ってくれた少年イーサ ン。それ以来、1 匹と 1 人は固い絆で結ばれていく。しかし、犬の寿命は人間よりうんと短い。 ついに、ベイリーが旅立つ日がきてしまう―はずが、彼の愛は不死身だった!ベイリーはイー サンに会いたい一心で生まれ変わりを繰り返すが、そう簡単にはイーサンと遭遇できない。よう やく 3 度目で再会を果たしたベイリーは、自ら与えられた“重要な使命”に気付く。,/ewaATKbY02f31ZDXeARtBq3Y8YL.jpg
228205,The Longest Ride,25.791,2015-04-09,2441,7.5,,/qdUVfvPBvT6cetDDM7rn8y2CNZE.jpg
9366,フェイク,17.345,1997-02-27,3011,7.5,数多くのマフィアを摘発したFBI潜入捜査官、ジョー・ピストーネの捜査の全貌を描いた実話の映画化。現在もマフィアに50万ドルの懸賞金を掛けられ、隠遁生活を送る伝説的潜入捜査官ジョー役を、ジョニー・デップが熱演。また骨太なドラマに磨きをかける、アル・パチーノの好演も見もの。単身、NYのマフィア組織に潜入したFBI捜査官ジョー。ドニー・ブラスコという潜入名で街に潜伏した彼は、ある日レフティという男に出会った。彼に息子のように可愛がられ、さらに危険な世界へと導かれてゆくドニー。そしてレフティはドニーの出現に夢を見、再び人生を掛けるが...。,/dtBNDtCTyPF4mljyr2Z0Fj0EAoH.jpg
118406,ROAD TO NINJA -NARUTO THE MOVIE-,83.095,2012-07-28,503,7.5,木ノ葉の里に、死んだはずの“暁”メンバーたちが襲来してきた。ナルト達は撃退し、家族たちが暖かく迎える。ただ一人、天涯孤独の身であるナルトを除いて･･･。そんなナルトと、些細な親子喧嘩で家を飛び出してきたサクラの前に“うちはマダラ”が現れ、恐るべき瞳術を発動させる。ふと気がつくと、仮面の男は消え去り平穏な木ノ葉の里が帰ってきた。だが、そこに住む人々は何かがおかしい。さらにナルトの元には、本来この世にいるはずのない男女二人が･･･。,/xLal6fXNtiJN6Zw6qk21xAtdOeN.jpg
1541,テルマ&ルイーズ,18.151,1991-05-24,2163,7.5,「もっと人生を楽しめ」２人は、そんな決まり文句を実践した。リドリー・スコット監督によるロードムービーでは、２人の友人、専業主婦として退屈な日々を送るテルマ（ジーナ・デイヴィス）と、気の強いウェイトレスのルイーズ（スーザン・サランドン）が、日常から逃れるために、1966年型のサンダーバードに乗り、山へと週末の釣り旅行に出かける。ところが、憂さ晴らししようと、途中で立ち寄ったバーで、テルマがレイプされそうになる。するとルイーズが38口径で男に発砲。何が何だか分からぬまま、２人は逃亡するはめに。全国指名手配犯となった２人は、決意を新たに、無謀な行動に。グランドキャニオンを背景にしたラストシーンで、絶対的な自由を手にした彼女たちの描写が印象的だ。,/iF4sJ3Nmfot0H9V4pZNQYRhyEFb.jpg
747,ショーン・オブ・ザ・デッド,21.973,2004-04-09,6037,7.5,ロンドンに暮らすショーンは、いい歳して人生の目標や目的を持たぬまま、親友のエドとパブに入り浸るばかりの冴えない毎日を送っていた。そんな彼に長年の恋人リズもついに愛想を尽かしてしまう。このままではいけないと自覚したショーンは、リズとヨリを戻すため、これまでのだらしない生活を改めようと決意する。ところが、ショーンが恋人のことで頭がいっぱいになっている間に、街にはゾンビが溢れ、生きた人間を次々と襲っていたのだった。,/iOVqchYvoPAZ6Jd7xM6nmxGwwvs.jpg
337703,レッドタートル ある島の物語,9.392,2016-06-29,842,7.5,嵐の中、荒れ狂う海に放りだされた男が九死に一生を得て、ある無人島にたどり着いた。必死に島からの脱出を試みるが、見えない力によって何度も島に引き戻される。絶望的な状況に置かれた男の前に、ある日、一人の女が現れた──。,/aeHQUGyVYlYm8IuZenrcOpeyzHY.jpg
3035,フランケンシュタイン,14.337,1931-11-21,927,7.5,フランケンシュタイン男爵家の嫡男である若き科学者ヘンリーは、生命創造の研究に没頭していた。ヘンリーは助手のフリッツと共に墓地から盗み出した死体を接合し、彼に恩師であるウォルドマン教授の研究室から人間の脳を盗んでくるように指示する。同じ頃、行方不明になったヘンリーの身を案じる婚約者のエリザベスは、共通の友人ヴィクターと共にウォルドマンの元を尋ね、ヘンリーが生命の創造を行っていることを聞き出す。三人はヘンリーが籠る山奥の塔に向かい、彼の実験に立ち会うことになる。嵐の雷光を利用して高圧電流を浴びせられた死体は生命を得て目覚め、ヘンリーは狂喜する,/jFpc9w3RmYeaOXMEfrtgshwVf4u.jpg
329865,メッセージ,54.398,2016-11-10,13394,7.5,巨大な球体型宇宙船が、突如地球に降り立つ。世界中が不安と混乱に包まれる中、言語学者のルイーズは宇宙船に乗ってきた者たちの言語を解読するよう軍から依頼される。彼らが使う文字を懸命に読み解いていくと、彼女は時間をさかのぼるような不思議な感覚に陥る。やがて言語をめぐるさまざまな謎が解け、彼らが地球を訪れた思いも寄らない理由と、人類に向けられたメッセージが判明する。,/ixQqCFxD56N8H7kO39DUvGwuO9B.jpg
15371,ルパン三世 カリオストロの城,18.581,1979-12-15,610,7.5,ヨーロッパの小国カリオストロ公国。ニセ札の噂が絶えないこの国へやって来たルパンは、悪漢に追われるひとりの少女クラリスを助けるが、彼女は再び連れ去られてしまう。実はカリオストロ公国・大公家のひとり娘であったクラリスは、強引に結婚を迫るカリオストロ伯爵によって城に幽閉されていたのだ。ルパンは既に城内に忍び込んでいた不二子の手引きで城に潜入するのだが…。,/mGfd4QCC1RCFdET5MihyW4Rfp1B.jpg
2009,4ヶ月、3週と2日,7.347,2007-08-24,431,7.5,チャウシェスク独裁政権末期のルーマニア、大学生のオティリアとガビツァは寮のルームメート同士。実はガビツァは妊娠していたが、中絶は法律で禁じられていた。中絶手術の当日、予想外の事態が重なり手術の機会を逃しそうになるが、オティリアは親友のためにある決断を下す。,/7aGCfPcppGm0Mi2hN4AvDxnhyPs.jpg
1544,Imagine Me & You,21.374,2005-02-01,656,7.5,,/mbKb74n8d7AWxXEDTnaB8PrnvI9.jpg
921,シンデレラマン,15.526,2005-06-02,1512,7.5,大恐慌時代に活躍した実在のボクサー、ジム・ブラドックの伝説を映画化した感動の物語。貧困のなか、家族を養うためだけに戦い、ヘヴィ級チャンピオンとなった小市民を、巨匠ロン・ハワード監督が情感たっぷりに描く。迫力満点のファイト・シーンの撮影も見事。,/wkeOjIcpuqLMW4GnVowlM9VI0JE.jpg
616,ラスト サムライ,28.93,2003-01-09,4839,7.5,南北戦争時代のアメリカ。北軍の士官として参軍したネイサン・オールグレン大尉は南軍やインディアンと戦いの中、無関係のインディアン部族を攻撃し、子供たちを撃ち、良心の呵責に悩まされ酒浸りになる。日本の実業家の大村はバグリー大佐を介し軍隊の教授職として雇いに来ていた。当時の日本は明治維新で近代国家建設のために急速な近代的軍備増強が必要だった。多額の報酬に魅せられたオールグレンは、僚友ガントとともに日本に渡り、軍隊訓練を指揮する。,/1iyFUTnP5llTx0PmsLxHEcNOpub.jpg
574,知りすぎていた男,10.859,1956-05-16,866,7.5,ヒッチコックが、イギリス時代の自作「暗殺者の家」をリメイク。あるフランス人の死に立ち会ったベンは、断末魔の男の口から某国の首相暗殺計画を知らされる。やがてベンの口を封じるため、彼の息子が誘拐されてしまう。ベンと妻のジョーは、暗殺者がひそむ教会へと乗り込んでいく……。D・デイの歌う“ケ・セラ・セラ”が非常に効果的に使われるサスペンス・スリラーの傑作。,/79HSu3E2F1PuJBYB6GJfC0qlFaF.jpg
334541,マンチェスター・バイ・ザ・シー,21.724,2016-11-18,4301,7.5,ボストン郊外で便利屋をしている孤独な男リー（ケイシー・アフレック）は、兄ジョー（カイル・チャンドラー）の急死をきっかけに故郷マンチェスター・バイ・ザ・シーに戻ってくる。兄の死を悲しむ暇もなく、遺言で16歳になるおいのパトリック（ルーカス・ヘッジズ）の後見人を引き受けた彼は、おいの面倒を見るため故郷の町に留まるうちに、自身が心を閉ざすことになった過去の悲劇と向き合うことになり……。,/e8daDzP0vFOnGyKmve95Yv0D0io.jpg
546121,Run,60.247,2020-11-20,439,7.5,,/ilHG4EayOVoYeKqslspY3pR4wzC.jpg
783,ガンジー,15.575,1982-11-30,1575,7.5,南アフリカ、1893年。ただ白人では無いことを理由に一人の青年紳士が列車の一等車から放り出され、この人種差別に青年は激しい怒りを覚えた。青年の名はモハンダス・Ｋ・ガンジー。ロンドンで法律を学んだ彼はインド人商社の顧問弁護士として南アフリカのダーバンへ渡って来たのだ。彼はインド人移民に呼びかけて身分証明カードを焼き拾てることを提唱する。,/qX1javesDba5Q4oJkh8w0liGPQr.jpg
85350,6才のボクが、大人になるまで。,17.017,2014-06-05,3977,7.5,メイソンは、母オリヴィアと姉サマンサとテキサス州の小さな町で生活していた。彼が6歳のとき、母は子供たちの反対を押し切って祖母が住むヒューストンへの引っ越しを決める。さらに彼らの転居先に、離婚してアラスカに行っていた父が1年半ぶりに突然現れる。,/yHDOG1XFO1EeXYsiuDqnxpTCJwR.jpg
13060,Lifted,10.887,2006-12-28,501,7.5,,/iwI3R8ZR3MQ5dnTx9tHSiS81i4W.jpg
552095,PAW Patrol: Mighty Pups,34.206,2019-05-17,425,7.5,,/h09VT8gNfRBlr7S8l1lm27m4rus.jpg
389015,"アイ,トーニャ 史上最大のスキャンダル",20.62,2017-12-08,4221,7.5,貧しい家庭にて、幼いころから厳しく育てられたトーニャ・ハーディン。その才能と努力でアメリカ人初のトリプルアクセルを成功させ、92年アルベールビル、94年リレハンメルと二度のオリンピック代表選手となった。しかし、彼女の夫であったジェフ・ギルーリーの友人がトーニャのライバルであるナンシー・ケリガンを襲撃したことで、彼女のスケート人生の転落が始まる。,/cJ9y2D344YBVSW4GSmwQVgwsRHW.jpg
15097,La cité de la peur,6.223,1994-03-09,829,7.5,,/jBzDbxsEiCUCiYcpDLpvbQ6kN2U.jpg
522,エド・ウッド,13.482,1994-09-27,1577,7.5,実在の映画監督で、“史上最低の監督”と謳われた、エドワード・D・ウッド・ジュニア－－通称エド・ウッドの伝記的作品。50年代のハリウッド。スタジオの片隅で使い走りをしながら、映画監督になる日を夢見て働いていた映画青年エドは、ある日業界誌に載った性転換をした男性の物語の映画化を知り、本物の服装倒錯者だったエドは、シナリオを3日間で書き上げ、ふとしたきっかけで知り合った往年のドラキュラ俳優、ベラ・ルゴシの出演を条件に資金を得て、監督デビューを飾るが……。,/2fwVQUyB9Y7nD1SIXBHjcfKW32B.jpg
127585,X-MEN：フューチャー＆パスト,84.232,2014-05-15,12145,7.5,2023年、バイオメカニカルロボットのセンチネルの攻撃により、X-MENと地球は危機的状況に陥る。プロフェッサーXは宿敵マグニートーと共闘し、1973年にウルヴァリンの魂を送る。しかし、1973年の地球でセンチネル・プログラムの開発を阻止しようとする間も、2023年では地球滅亡の危機が迫っていた。,/yKslcbYuBxLZBp7FuExjpPEZDu6.jpg
13930,フォー・ザ・バーズ,8.771,2000-11-02,826,7.5,電線に15羽の小鳥たちが並んで止まっていたが、その真ん中に大きな鳥が1羽、割り込んで止まる。大きな鳥の体重で電線が撓み、小鳥たちは窮屈になってしまう。小鳥たちは大きな鳥を振り落すが、その反動で電線の撓みが無くなったことにより小鳥たちは全員上に飛ばされ、羽が全て抜ける。そんな小鳥たちを見て、大きな鳥は爆笑するのだった。,/k2aSiXWIWp9h7Tx7tpYuCdqY4fU.jpg
1902,Abre los ojos,9.432,1997-12-19,588,7.5,,/wzfbGuRYlE0bB0WdzrCnxFSWwWo.jpg
179144,La grande bellezza,16.311,2013-05-21,2262,7.5,,/d6AfFUHuWHQaw8uzOnBhb0I5hcb.jpg
63311,私が、生きる肌,27.373,2011-08-17,2955,7.5,最愛の妻を亡くして以来、完ぺきな肌の開発研究に打ち込む天才形成外科医のロベル（アントニオ・バンデラス）。あらゆるモラルを打ち捨ててしまった彼は、ある人物を監禁して禁断の実験に取り掛かることに。それは開発中の人工皮膚を全身にくまなく移植して、被験者を亡き妻へと作り変えてしまうことだった。着々と妻の代役を創造させていくロベルだったが、思いも寄らぬ事態が起こってしまう。,/2ELBum40zKITstrjwHSYkg0xB51.jpg
1786,さよなら子供たち,8.571,1987-10-07,412,7.5,ルイ・マル監督自身の自伝的作品。1944年、ナチス占領下のフランスで、12歳の少年ジュリアンは転入生ジャンと友達になる。しかし彼がユダヤ人であることが知られゲシュタポに連れ去られてしまい……。,/8D0ANqP0AwjXuzCdKxR0Wb9oSmN.jpg
284293,アリスのままで,15.096,2014-12-05,2397,7.5,50歳のアリスは、まさに人生の充実期を迎えていた。高名な言語学者として敬われ、教鞭をとるニューヨークのコロンビア大学でも、学生たちから絶大な人気を集めていた。夫のジョンは変わらぬ愛情にあふれ、法科大学を卒業した長女のアナと医学院生の長男のトムにも何の不安もなかった。唯一の心配は、ロスで女優を目指す次女のリディアだけだった。ところが、そんなアリスにまさかの運命が降りかかる。物忘れが頻繁に起こるようになって診察を受けた結果、若年性アルツハイマー病だと宣告されたのだ。しかも、子供たちに50%の確率で遺伝をしてしまう家族性なのだ。アリスの家族に突き付けられた苦難…。アリスは気丈に闘うが、今の医学では記憶を失うことは止められない。ある日、アリスはパソコンに自分が残した映像を発見する。かつての自分から自分への“アリスのままで”いるためのメッセージとは──？,/gxMB1Z9Kq1vfwCcqqRUWujJIMz1.jpg
11171,Mysterious Skin,13.647,2004-05-20,602,7.5,,/wgSwDqhl6Rt3cuSCwt5sNpPna3x.jpg
10734,アルカトラズからの脱出,24.865,1979-01-25,1826,7.5,誰ひとりとして脱獄に成功したことのない刑務所―――アルカトラズ島。ここに一人の囚人が送り込まれた。彼の名はフランク・モーリス。所内で以前、別の刑務所で一緒だったアングリン兄弟と彼は脱獄計画の実行を決める……。あの『ダーティハリー』の名コンビ、ドン・シーゲル監督＝クリント・イーストウッドが放つ、873日をかけた脱出作戦を事実に基づいて描く脱獄映画の秀作。,/v9RcyDIy0APAdBUmbdxhL2Ruhro.jpg
1372,ブラッド・ダイヤモンド,28.213,2006-01-26,5413,7.5,ダイヤの密売人であるダニー・アーチャー（レオナルド・ディカプリオ）は、巨大なピンク・ダイヤを隠し持つソロモン（ジャイモン・フンスー）という男の存在を知る。一方、ジャーナリストのマディー（ジェニファー・コネリ）は、反政府組織“RUF”の資金源となっている“ブラッド・ダイヤモンド”の真相を探っていた……。,/80FHPR1EfmDQNmBWRLWApoZrv55.jpg
571,鳥,22.535,1963-03-28,2736,7.5,ある日、何の理由もなしに、鳥たちが人間を襲い始めた……。たった一つのシチュエーションをもとにあらゆる恐怖を引き出した、ヒッチコックのサスペンス・ドラマの傑作。,/z0iYrJ6GsAMP3abOha7uGMuc5kZ.jpg
437586,mid90s,17.648,2018-10-19,930,7.5,,/3HkP9ale8G43vqOF3F6wt5h86RN.jpg
4553,マシニスト,17.927,2004-02-09,3632,7.5,ブラッド・アンダーソン監督のサイコ・スリラー。極度の不眠症に陥った主人公の機械工が、1枚のメモを見つけたことで真相を探るリはじめる物語。主演のクリスチャン・ベールが30キロも減量したことで話題となった。,/diAYqR4xdF9Hnj7qun6DEQhRrT2.jpg
1579,アポカリプト,47.949,2006-12-07,3735,7.5,舞台はマヤ文明の栄える中央アメリカの密林地帯。平穏な生活を営む狩猟民族の集落を、マヤ帝国の傭兵部隊が襲撃する。そして拉致連行された村民たちを待っていたのは、見たことのないような先進的な文明を持つマヤの都だった。そして彼らは、何故自分たちがここに連れてこられたのか、《衝撃の真実》を目の当たりにすることになる･･･！セリフは全編マヤ語を用い、キャストも映画未経験の現地人を採用するなど、徹底的にリアリティを追求。また、今なお謎の多いマヤ文明の都市や風俗、そして想像を絶する残酷な祭祀の一部始終を、徹底した調査を元に造営された巨大な都市のセットと最新のＣＧ技術を駆使し見事に再現。その圧倒的スケールの映像世界は全米の批評家たちにも絶賛され、アカデミー賞、ゴールデン・グローブ賞などで数々のノミネーションを獲得した。そして、縦横無尽にジャングルを駆け巡り繰り広げられる迫真のサバイバル・アクション・シーンは、息をも付かせぬスピード感と臨場感で観る者の心拍数を極限まで上昇させる！,/qIJ6ihPNYMum4fujMCPUfcYieuF.jpg
79,HERO,23.108,2002-07-22,1508,7.5,紀元前200年、戦乱のさなかの中国。後に始皇帝となる秦王のもとに無名と名乗る男が拝謁を願い出る。彼は中国全土で最強と評判の暗殺者3人、長空、残剣、飛雪を自らの手で倒したと語り、それぞれが所有していた自慢の武器を証拠として持参していた。暗殺者たちを恐れる秦王は、100歩以内の距離に誰も近づけようとしなかったが、無名にはもっと近くまで寄ることを特別に許し、それらの対決の歴史を詳しく語るよう彼に命じる。,/xHStXjG5IAq0JB534jIRJm0yZCs.jpg
4550,친절한 금자씨,13.436,2005-07-29,987,7.5,,/1fYoUubJE9vqNgYxuC8HBkJHXI2.jpg
332562,アリー／ スター誕生,54.47,2018-10-03,9043,7.5,アリーの夢は歌手になることだった。しかし、なかなか芽が出ず諦めかけていたある日、世界的シンガーのジャクソンと出会う。彼女の歌にほれ込んだジャクソンに導かれるように華々しいデビューを飾り、アリーは瞬く間にスターダムを駆け上っていく。激しく恋に落ちて、更に固い絆で結ばれる2人だったが、アリーとは反対に、全盛期を過ぎたジャクソンの栄光は陰り始めていく。,/pDrV6hVO6SzcKXQCbspE93EHnXN.jpg
984,ダーティハリー,22.342,1971-07-14,1513,7.5,サンフランシスコ。屋上プールで泳ぐ女性が何者かに狙撃されるという事件が発生した。捜査にあたるのは、いつも汚い仕事をまかされることから“ダーティハリー”なる異名をつけられたハリー・キャラハン刑事。やがて“さそり”と名乗る犯人から「十万ドルを渡さなければ市民を殺し続ける」という脅迫が届いた。予告通り、次々に無差別殺人を繰り返す“さそり”だったが、ハリーと相棒のチコはついに犯人の正体に迫る……。,/UHxxkYe9tRdiPu0JFgcEL5hmQ4.jpg
76341,マッドマックス 怒りのデス・ロード,54.29,2015-05-13,17619,7.5,資源が底を突き荒廃した世界、愛する者も生きる望みも失い荒野をさまようマックスは、砂漠を牛耳る敵であるイモータン・ジョーの一団に捕らわれ、深い傷を負ってしまう。そんな彼の前に、ジョーの配下の女戦士フュリオサ、全身白塗りの謎の男、そしてジョーと敵対関係にあるグループが出現。マックスは彼らと手を組み、強大なジョーの勢力に戦いを挑む。〈荒廃した近未来を舞台に妻子を暴走族に殺された男の壮絶な復讐劇を描き、主演のメル・ギブソンの出世作となった『マッドマックス』シリーズ第4弾。同シリーズの生みの親であるジョージ・ミラーが再びメガホンを取り、主役を『ダークナイト　ライジング』などのトム・ハーディが受け継ぐ。共演にはオスカー女優シャーリーズ・セロン、『ウォーム・ボディーズ』などのニコラス・ホルト、1作目で暴走族のボスを演じたヒュー・キース・バーン〉,/auGxRPeTiC5p95sWktXJ4uIi6a4.jpg
379,ミラーズ・クロッシング,13.796,1990-09-21,1057,7.5,1929年、アメリカ東部の町。アイリッシュのレオ（フィニー）とイタリアンのキャスパー（ポリト）、二つの勢力が暗黒街でシノギを削っていた。レオとその片腕で博打好きのトム（バーン）は厚い友情で結ばれていた。同じくレオの部下バーニー（タートゥーロ）の姉、高級クラブで働くヴァーナ（ハーデン）はレオの情婦だったが、トムにも魅かれ一夜を共にする。やがてその事実がばれ、トムはレオと袂を分かつ。博打の借金に追われるトムはキャスパーの下で働くことになるが、受けた命令はバーニーを殺せ、というものだった……。,/mcuf4XCzSutKMN9aKUgSiAdmac8.jpg
456929,Campeones,14.25,2018-04-06,516,7.5,,/lXLKmT6mtizYvweAgPXVHs0ApvR.jpg
501,Grizzly Man,13.325,2005-08-12,510,7.5,,/zuZWpcuye25rpsiZ4XzsAvmLDHG.jpg
475,俺たちに明日はない,16.451,1967-07-18,1000,7.5,不況時代のアメリカ30年代に実在した男女二人組の強盗、ボニーとクライドの凄絶な生きざまを描いた、アメリカン・ニューシネマの先駆け的作品。ケチな自動車泥棒だったクライドは、気の強いウェイトレスの娘ボニーと運命的に出会い、コンビを組んで強盗をやりはじめる。二人は順調に犯行を重ねていくが……。アカデミー賞2部門を受賞（助演女優賞エステル・パーソンズと撮影賞）した。,/sE0B42SAVLga4Qwzt4IgqwEsEUQ.jpg
11970,ヘラクレス,68.091,1997-06-20,5410,7.5,神々の住まうオリンポス山の王ゼウスの息子として誕生しながら、死者の王ハデスの陰謀で人間になる薬を飲まされ、地上へ落とされたヘラクレス。薬の最後の一滴を残したため、怪力を失わずにすんだ彼だったが、人間界で育った彼はその超人的な力のために孤立していた。そんなある日、育ての親から出生の秘密を聞かされた彼は、神殿で本当の父であるゼウスと対面し、オリンポスに戻るには真の英雄にならなければならないと知る。,/kftjZtgpIAI8sHqKFP6qelU14dy.jpg
10683,ハピネス,11.06,1998-10-16,495,7.5,ニュージャージー州の郊外に暮らす三姉妹を軸に描かれる不幸な人たち……イタ電オヤジ、ヤリ逃げ男、ホモの少年などなどワケありな人々が幸せを求めて繰り広げる過激なコメディ。,/rYfUcEV88Z3gENrfYTE6i8yBkDr.jpg
175,グラン・ブルー,13.335,1988-05-10,983,7.5,ジャック（ジャン=マルク・バール）とエンゾ（ジャン・レノ）は、ギリシャの島で幼なじみとして育つ。やがて二人は成長し、コート・ダジュールで20年ぶりに再会した際、エンゾはイタリアのシチリアで開催されるフリーダイビング大会に参加するようジャックに伝える。同じころ、アンデスで偶然ジャックと出会ったジョアンナ（ロザンナ・アークエット）も、出張を口実にニューヨークからシチリアにやって来る。,/fg16pNO9KlxzVAN9Z8E5rI5pRKm.jpg
383498,デッドプール2,131.248,2018-05-10,12830,7.5,最愛の恋人ヴァネッサを取り戻し、お気楽な日々を送るデッドプールの前に、未来からやってきたマシーン人間のケーブルが現れる。ヴァネッサの希望を受けて良い人間になることを決意したデッドプールは、ケーブルが命を狙う謎の力を秘めた少年を守るため、特殊能力をもったメンバーを集めたスペシャルチーム「Xフォース」を結成する。,/cSopqQcnpDkUROeq9uKW06wHt6q.jpg
14919,Batman: Mask of the Phantasm,14.444,1993-12-25,638,7.5,,/l4jaQjkgznu2Rz05X18f24UjPNW.jpg
11798,This Is England,4.626,2006-09-12,845,7.5,,/eULrtiN6kw61JgJCezy9lc3ygsP.jpg
226,ボーイズ・ドント・クライ,14.738,1999-09-02,890,7.5,,/mnnGtVKxDyLCsqfHC0WfXCJRJvR.jpg
565310,The Farewell,22.181,2019-07-12,878,7.5,,/rYrFd9GfJWTtcwkqo3wL9srDHUe.jpg
560050,フェイフェイと月の冒険,152.561,2020-10-16,696,7.5,,/lQfdytwN7eh0tXWjIiMceFdBBvD.jpg
10110,太陽の帝国,12.457,1987-12-09,1229,7.5,1941年12月。日本軍は真珠湾攻撃に成功したのに続き、中国の上海を攻撃するように。11歳の英国人少年ジムは、日本の“ゼロ戦”のパイロットになるのが夢だったが、戦火を逃れて脱出を図るものの両親とはぐれてしまい、日本軍に捕まって強制収容所で暮らすことに。そこで厳しい管理下に置かれるが、ジムはめげずに、たくましく成長していく。大きな歴史の激動はなおも続き、ジムもそれに巻き込まれていく。,/mdN7Ya6vgc19nKwDzhfL79qrFM0.jpg
595975,La Belle Époque,10.739,2019-11-06,561,7.5,,/mJJD5m0uHKqcWctQRcPoOuHvG6E.jpg
12163,レスラー,13.809,2008-09-07,2504,7.5,かつては人気を極めたものの今では落ち目のレスラー、ランディ。ある日、ステロイドの副作用のために心臓発作を起こし、レスラー生命を絶たれてしまう。家族とはうまくいかずストリッパーのキャシディにも振られ、孤独に打ちひしがれる中で、ランディは再びリングに上がる決意をする。,/6OTR8dSoNGjWohJNo3UhIGd3Tj.jpg
186,ラッキーナンバー7,17.331,2006-02-24,2949,7.5,ニューヨークにやって来た青年スレヴン（ジョシュ・ハートネット）は友人に間違えられ、大物ギャングのボス（モーガン・フリーマン）に拉致されてしまう。ボスは借金返済の代わりに敵対するギャング、ラビ（ベン・キングズレー）の息子殺害を命令。しぶしぶ了解したスレヴンは、その後まもなく今度はラビに誘拐される。,/dlCjoJYiVjiSgkQUiY7hmY1AiIh.jpg
13310,ぼくのエリ 200歳の少女,14.057,2008-01-26,2054,7.5,ストックホルム郊外の小さな町。母親と2人暮らしの12歳の少年オスカーは、同級生のいじめに苦しみながら、いじめっ子たちへの復讐を夢想して堪え忍ぶ毎日。ある晩、彼が近所で出会った謎めいた少女エリは、オスカーの家の隣に父親と引っ越してきたばかり。どこか自分よりも大人びた面があるエリにオスカーが魅了されていく一方、町では殺人事件など奇妙な出来事が立て続けに発生。後者にはエリの意外な正体が関係していた。,/1NYbwbS2aaY7qxTjBrKjviwO6GD.jpg
626,アンダルシアの犬,7.152,1929-06-05,822,7.5,,/cs0EczLmYoO8t3g45zsy9e2lOBn.jpg
601,E.T.,21.66,1982-06-11,8455,7.5,地球の探査にやって来て一人取り残された異星人と少年の交流を暖かく描き上げたSFファンタジー。森の中に静かに降り立つ異星の船から現れる宇宙人たち。だが彼らの地球植物の調査は人間たちの追跡によって中断される。宇宙船は急いで空に舞い上がるが一人の異星人が取り残されていた。森林にほど近い郊外に住む少年エリオットは裏庭でその異星人と遭遇、彼をかくまう事にする。兄と妹を巻き込んで、ETと名付けられたその異星人との交流が始まったが、ETの存在を知っているのはエリオットたちだけではなかった……。,/trEGc4UQWj8eLS5MyeGRxeTwlqY.jpg
434616,Patients,6.47,2017-03-01,481,7.5,,/bsfTP1UFMZJTeZTnwfkPdMCj4QZ.jpg
138843,死霊館,92.197,2013-03-20,7932,7.5,1971年、若い夫婦と5人の娘のペロン一家は、ロードアイランド州ハリスヴィルの田舎にある、いささか古いが屋敷のように広い部屋を持つ一軒家を購入した。念願のマイホーム購入を喜ぶペロン一家であったが、入居した翌日から奇怪な現象が次々と発生するようになる。  ついに娘たちにもその危害が及ぶに至って、ペロン夫妻の妻キャロリンは、超常現象研究家夫妻として名高いウォーレン夫妻に助けを求める。夫のエドはカトリック教会が唯一公認した非聖職者の悪魔研究家であり、妻のロレインは透視能力を持っている。  ウォーレン夫妻の調査の結果、その一軒家には戦慄すべき血塗られた過去がある事が判明した。ウォーレン夫妻はペロン一家を救うべく尽力するが、霊力の強さと邪悪さはウォーレン夫妻の想像をはるかに超えるものであった。,/uxjkMGY6DOVzL2Bm0L9sNNstc2w.jpg
1360,フリーダ,23.027,2002-08-29,1494,7.5,,/a4hgR6aKoohB6MHni171jbi9BkU.jpg
625,キリング・フィールド,11.646,1984-11-02,458,7.5,ピューリッツァー賞に輝いたノンフィクションを原作とした社会派映画。クメール・ルージュによる内乱渦巻く1970年代のカンボジアを舞台に、取材にきた米国人記者と現地人助手との絆を描く。,/cPtW4lp8to8jMKHqhUWMMjWPmAG.jpg
